Country,1950-1962,1963-1975,1976-1988,1989-2001,2002-2014,2015-2027,2028-2040,2041-2052,2053-2064,2065-2076,2077-2088,2089-2100
Western Sahara,1.27,1.53,1.52,1.39,1.88,3.05,5.05,7.66,11.26,12.76,14.76,17.03
Tonga,2.3,1.83,2.26,3.05,3.67,4.04,4.7,6.16,7.18,8.63,11.94,14.98
Bhutan,1.25,1.24,1.39,1.84,3.1,3.9,5.31,8.45,15.14,22.42,26.2,26.63
Armenia,4.57,3.03,3.51,4.13,7.39,8.03,13.11,14.73,19.84,24.43,25.56,29.3
Qatar,1.91,1.36,0.71,0.61,0.55,0.67,1.91,5.66,11.74,11.04,9.64,11.55
Austria,7.1,8.61,10.36,10.49,12.06,14.28,18.98,23.42,25.29,26.91,26.92,27.55
Togo,2.12,1.65,1.57,1.59,1.51,1.68,2.07,2.69,3.41,4.22,5.53,6.96
Saint Lucia,2.21,2.61,3.01,3.91,5.08,5.81,9.1,13.66,18.19,23.86,25.79,26.22
Peru,1.98,2.4,2.39,2.49,4.42,5.53,7.55,10.68,14.27,17.64,20.67,23.23
Madagascar,1.7,1.84,1.93,1.65,1.66,1.84,2.55,3.44,4.43,6.14,8.16,10.32
Saint Kitts and Nevis,3.21,4.05,6.02,6.19,5.33,5.77,9.68,12.59,16.12,19.33,21.18,22.84
Netherlands,5.28,6.43,7.89,9.15,10.48,14.13,18.76,21.51,22.05,24.24,25.85,26.24
"Virgin Islands, U.S.",4.41,2.7,2.74,4.39,7.59,13.49,18.59,21.51,22.41,21.47,24.46,30.76
Uganda,1.47,1.25,1.53,1.45,1.03,0.86,1.13,1.58,2.38,4.01,5.96,8.31
Belarus,4.47,5.08,6.72,7.55,10.4,11.04,15.44,17.96,22.26,22.52,22.98,24.77
Burkina Faso,1.08,1.51,1.86,1.8,1.52,1.45,1.63,2.14,3.02,4.03,5.77,7.62
Anguilla,3.16,4.73,6.44,5.7,4.94,6.22,11.84,18.63,27.04,29.37,29.63,31.12
Guadeloupe,2.94,3.1,4.42,5.87,8.94,13.84,20.14,23.91,20.95,21.91,25.83,27.38
Czechia,5.3,6.9,8.47,8.54,10.23,13.93,16.35,18.8,20.54,18.89,19.4,21.25
C̫te d'Ivoire,1.17,1.29,1.38,1.55,1.52,1.4,1.64,2.35,3.04,3.89,5.18,6.4
Brunei Darussalam,2.01,1.42,1.64,1.61,2.06,3.24,7.2,12.66,17.57,20.06,22.05,24.18
New Zealand,5.74,5.46,6.43,7.81,8.8,11.16,15.54,18.5,20.58,23.56,25.46,26.79
